,location,total_sqft,bath,price,bhk
1999,Electronic City,1025,2.0,53.9,2
2000,Electronic City,940,2.0,54.0,2
2001,Electronic City,435,1.0,21.0,1
2002,Electronic City,1500,2.0,77.5,3
2003,Electronic City,1631,3.0,80.0,3
2004,Electronic City,1355,2.0,67.0,2
2005,Electronic City,1200,2.0,34.0,2
2006,Electronic City,1175,2.0,47.0,2
2007,Electronic City,435,1.0,22.0,1
2008,Electronic City,1500,2.0,63.0,3
2009,Electronic City,1039,2.0,50.0,2
2010,Electronic City,770,1.0,39.9,2
2011,Electronic City,919,2.0,35.0,2
2012,Electronic City,1128,2.0,64.0,2
2013,Electronic City,605,1.0,13.31,1
2014,Electronic City,1159,2.0,38.0,3
2015,Electronic City,530,1.0,13.5,1
2016,Electronic City,1070,2.0,53.0,2
2017,Electronic City,1025,1.0,26.63,2
2018,Electronic City,2400,2.0,78.0,3
2019,Electronic City,1571,3.0,83.0,3
2020,Electronic City,1470,2.0,44.1,3
2021,Electronic City,1350,3.0,66.0,3
2022,Electronic City,1652,3.0,110.0,3
2023,Electronic City,1320,2.0,38.12,3
2024,Electronic City,1090,2.0,31.48,2
2025,Electronic City,1050,2.0,39.0,3
2026,Electronic City,1128,2.0,65.58,2
2027,Electronic City,635,1.0,28.0,1
2028,Electronic City,1128,2.0,65.4,2
2029,Electronic City,1096,2.0,39.0,2
2030,Electronic City,1150,2.0,38.0,2
2031,Electronic City,1355,2.0,72.9,2
2032,Electronic City,1200,2.0,30.0,2
2033,Electronic City,1150,2.0,35.0,2
2034,Electronic City,1165,2.0,33.64,2
2035,Electronic City,770,1.0,35.0,2
2036,Electronic City,1020,2.0,29.45,2
2037,Electronic City,865,2.0,40.0,2
2038,Electronic City,800,2.0,32.0,2
2039,Electronic City,970,2.0,34.0,2
2040,Electronic City,1108,2.0,63.0,2
2041,Electronic City,630,1.0,40.5,1
2042,Electronic City,1100,2.0,41.0,2
2043,Electronic City,975,2.0,32.0,2
2044,Electronic City,605,1.0,22.0,1
2045,Electronic City,1142,2.0,35.0,2
2046,Electronic City,1070,2.0,48.0,2
2047,Electronic City,1160,2.0,42.0,3
2048,Electronic City,1360,2.0,70.0,3
2049,Electronic City,635,1.0,28.0,1
2050,Electronic City,1128,2.0,65.45,2
2051,Electronic City,890,2.0,40.0,2
2052,Electronic City,1065,2.0,30.75,2
2053,Electronic City,1127,2.0,32.0,2
2054,Electronic City,825,2.0,35.0,2
2055,Electronic City,1200,2.0,40.5,2
2056,Electronic City,1360,2.0,58.0,3
2057,Electronic City,1400,2.0,40.45,3
2058,Electronic City,1065,2.0,30.76,2
2059,Electronic City,630,1.0,33.7,1
2060,Electronic City,1025,2.0,29.61,2
2061,Electronic City,1160,2.0,42.0,3
2062,Electronic City,660,1.0,16.5,2
2063,Electronic City,1400,3.0,90.0,3
2064,Electronic City,1287,3.0,55.0,3
2065,Electronic City,1258,2.0,85.5,2
2066,Electronic City,1386,2.0,85.0,2
2067,Electronic City,550,1.0,27.0,1
2068,Electronic City,1025,2.0,50.0,2
2069,Electronic City,1140,2.0,33.84,2
2070,Electronic City,1070,2.0,55.0,2
2071,Electronic City,1342,2.0,72.0,2
2072,Electronic City,1275,3.0,70.0,3
2073,Electronic City,770,1.0,38.0,2
2074,Electronic City,1200,2.0,34.65,2
2075,Electronic City,1005,2.0,39.77,2
2076,Electronic City,1110,2.0,39.9,2
2077,Electronic City,660,1.0,23.0,2
2078,Electronic City,1644,3.0,92.59,3
2079,Electronic City,1250,2.0,62.0,2
2080,Electronic City,1020,2.0,30.27,2
2081,Electronic City,1025,2.0,29.6,2
2082,Electronic City,418,1.0,12.0,1
2083,Electronic City,1128,2.0,64.8,2
2084,Electronic City,1220,2.0,35.25,3
2085,Electronic City,1220,2.0,35.23,3
2086,Electronic City,1060,2.0,55.0,2
2087,Electronic City,710,1.0,40.42,1
2088,Electronic City,1000,2.0,29.95,2
2089,Electronic City,870,2.0,24.0,2
2090,Electronic City,1275,3.0,63.43,3
2091,Electronic City,1518,3.0,75.0,3
2092,Electronic City,1090,2.0,31.48,1
2093,Electronic City,1140,2.0,32.92,2
2094,Electronic City,1125,2.0,32.49,2
2095,Electronic City,1060,2.0,55.0,2
2096,Electronic City,1200,2.0,34.66,2
2097,Electronic City,1353,2.0,75.0,2
2098,Electronic City,660,1.0,18.0,2
2099,Electronic City,1128,2.0,67.0,2
2100,Electronic City,1070,2.0,57.0,2
2101,Electronic City,1700,3.0,90.0,3
2102,Electronic City,1521,2.0,57.5,3
2103,Electronic City,750,1.0,35.0,1
2104,Electronic City,1210,2.0,55.0,2
2105,Electronic City,1070,2.0,60.0,2
2106,Electronic City,1400,2.0,40.44,3
2107,Electronic City,1190,2.0,42.0,2
2108,Electronic City,880,2.0,19.0,2
2109,Electronic City,1150,2.0,38.08,2
2110,Electronic City,1615,3.0,97.0,3
2111,Electronic City,1165,2.0,33.65,2
2112,Electronic City,1221,2.0,68.0,2
2113,Electronic City,970,2.0,35.0,2
2114,Electronic City,1500,3.0,73.0,3
2115,Electronic City,995,2.0,48.0,2
2116,Electronic City,1342,2.0,90.0,2
2117,Electronic City,1320,2.0,38.12,3
2118,Electronic City,1128,2.0,63.5,2
2119,Electronic City,589,1.0,29.0,1
2120,Electronic City,1125,2.0,28.13,2
2121,Electronic City,825,2.0,30.0,2
2122,Electronic City,1575,3.0,94.5,3
2123,Electronic City,1070,2.0,48.0,2
2124,Electronic City,1025,2.0,54.0,2
2125,Electronic City,1500,2.0,70.0,3
2126,Electronic City,1500,2.0,64.5,3
2127,Electronic City,1140,2.0,32.93,2
2128,Electronic City,2093,4.0,134.0,4
2129,Electronic City,750,2.0,19.5,2
2130,Electronic City,1355,2.0,73.0,2
2131,Electronic City,1360,2.0,64.99,3
2132,Electronic City,1060,2.0,52.0,2
2133,Electronic City Phase II,1056,2.0,39.07,2
2134,Electronic City Phase II,1020,2.0,30.6,2
2135,Electronic City Phase II,1069,2.0,45.0,2
2136,Electronic City Phase II,630,1.0,28.35,1
2137,Electronic City Phase II,1220,2.0,35.23,3
2138,Electronic City Phase II,1000,2.0,25.0,2
2139,Electronic City Phase II,1090,2.0,28.34,2
2140,Electronic City Phase II,2225,4.0,98.88,4
2141,Electronic City Phase II,1400,2.0,40.43,3
2142,Electronic City Phase II,775,2.0,38.0,2
2143,Electronic City Phase II,1266,2.0,59.0,2
2144,Electronic City Phase II,1000,2.0,28.88,2
2145,Electronic City Phase II,1320,2.0,38.13,3
2146,Electronic City Phase II,1220,3.0,35.23,3
2147,Electronic City Phase II,972,2.0,44.0,2
2148,Electronic City Phase II,1400,2.0,40.43,3
2149,Electronic City Phase II,1031,2.0,55.0,2
2150,Electronic City Phase II,1003,2.0,40.6,2
2151,Electronic City Phase II,1031,2.0,56.35,2
2152,Electronic City Phase II,1320,2.0,38.12,3
2153,Electronic City Phase II,1395,2.0,62.78,3
2154,Electronic City Phase II,1160,2.0,33.5,2
2155,Electronic City Phase II,1065,2.0,30.75,2
2156,Electronic City Phase II,1219,2.0,61.25,2
2157,Electronic City Phase II,1400,2.0,41.58,3
2158,Electronic City Phase II,1000,2.0,28.88,2
2159,Electronic City Phase II,1790,3.0,100.0,3
2160,Electronic City Phase II,769,2.0,40.0,2
2161,Electronic City Phase II,1400,2.0,40.43,3
2162,Electronic City Phase II,900,2.0,32.5,2
2163,Electronic City Phase II,1329,2.0,41.0,3
2164,Electronic City Phase II,1220,3.0,35.23,3
2165,Electronic City Phase II,993,2.0,50.0,3
2166,Electronic City Phase II,1418,3.0,52.47,3
2167,Electronic City Phase II,1070,2.0,45.0,2
2168,Electronic City Phase II,1310,2.0,32.75,3
2169,Electronic City Phase II,1310,2.0,37.83,3
2170,Electronic City Phase II,1140,2.0,33.06,2
2171,Electronic City Phase II,1031,2.0,55.0,2
2172,Electronic City Phase II,1253,2.0,65.8,2
2173,Electronic City Phase II,1400,2.0,40.44,3
2174,Electronic City Phase II,1160,2.0,33.5,2
2175,Electronic City Phase II,975,2.0,45.0,3
2176,Electronic City Phase II,6000,4.0,260.0,4
2177,Electronic City Phase II,1116,2.0,37.0,2
2178,Electronic City Phase II,1125,2.0,29.25,2
2179,Electronic City Phase II,1000,2.0,28.88,2
2180,Electronic City Phase II,1000,2.0,28.88,2
2181,Electronic City Phase II,1000,2.0,28.88,2
2182,Electronic City Phase II,1165,2.0,30.29,2
2183,Electronic City Phase II,1031,2.0,53.0,2
2184,Electronic City Phase II,1611,2.0,48.33,3
2185,Electronic City Phase II,1065,2.0,30.88,2
2186,Electronic City Phase II,1220,3.0,36.6,3
2187,Electronic City Phase II,1549,3.0,80.0,3
2188,Electronic City Phase II,1065,2.0,56.13,2
2189,Electronic City Phase II,1320,2.0,38.13,3
2190,Electronic City Phase II,920,2.0,26.0,2
2191,Electronic City Phase II,1140,2.0,33.84,2
2192,Electronic City Phase II,1219,2.0,61.26,2
2193,Electronic City Phase II,1252,2.0,65.0,3
2194,Electronic City Phase II,1125,2.0,32.49,2
2195,Electronic City Phase II,1310,2.0,37.83,3
2196,Electronic City Phase II,1286,2.0,69.0,2
2197,Electronic City Phase II,1220,2.0,36.21,3
2198,Electronic City Phase II,1140,2.0,32.92,2
2199,Electronic City Phase II,1116,2.0,40.0,2
2200,Electronic City Phase II,1150,3.0,46.0,3
2201,Electronic City Phase II,1192,2.0,47.0,3
2202,Electronic City Phase II,1502,3.0,50.0,3
2203,Electronic City Phase II,1020,2.0,32.0,2
2204,Electronic City Phase II,1900,3.0,97.0,4
2205,Electronic City Phase II,1020,2.0,27.43,2
2206,Electronic City Phase II,1025,2.0,26.65,2
2207,Electronic City Phase II,1020,2.0,29.45,2
2208,Electronic City Phase II,1000,2.0,28.88,2
2209,Electronic City Phase II,1310,2.0,37.84,3
2210,Electronic City Phase II,1140,2.0,28.5,2
2211,Electronic City Phase II,1125,2.0,32.49,2
2212,Electronic City Phase II,1200,2.0,34.65,2
2213,Electronic City Phase II,1160,2.0,52.2,2
2214,Electronic City Phase II,1244,2.0,55.0,2
2215,Electronic City Phase II,1160,2.0,33.51,2
2216,Electronic City Phase II,1220,3.0,35.25,3
2217,Electronic City Phase II,1625,2.0,48.75,3
2218,Electronic City Phase II,972,2.0,40.0,2
2219,Electronic City Phase II,1160,2.0,33.51,2
2220,Electronic City Phase II,1400,2.0,40.45,3
2221,Electronic City Phase II,1090,2.0,31.48,2
2222,Electronic City Phase II,1140,2.0,32.92,2
2223,Electronic City Phase II,650,1.0,35.0,1
2224,Electronic City Phase II,1155,2.0,57.0,2
2225,Electronic City Phase II,1800,3.0,92.0,3
2226,Electronic City Phase II,1300,2.0,28.0,2
2227,Electronic City Phase II,1160,2.0,33.5,2
2228,Electronic City Phase II,1025,2.0,29.6,2
2229,Electronic City Phase II,829,2.0,22.8,2
2230,Electronic City Phase II,1252,2.0,67.0,2
2231,Electronic City Phase II,1320,2.0,38.12,3
2232,Electronic City Phase II,1125,2.0,32.63,2
2233,Electronic City Phase II,1140,2.0,34.0,2
2234,Electronic City Phase II,1310,2.0,37.84,3
2235,Electronic City Phase II,1400,2.0,40.43,3
2236,Electronic City Phase II,1252,2.0,65.0,3
2237,Electronic City Phase II,1135,2.0,46.0,2
2238,Electronic City Phase II,1305,3.0,65.0,3
2239,Electronic City Phase II,1165,2.0,33.64,2
2240,Electronic City Phase II,1400,2.0,40.44,3
2241,Electronic City Phase II,1336,2.0,50.35,3
2242,Electronic City Phase II,575,1.0,16.75,1
2243,Electronic City Phase II,925,2.0,49.82,3
2244,Electronic City Phase II,1065,2.0,30.76,2
2245,Electronic City Phase II,1065,2.0,30.75,2
2246,Electronic City Phase II,1140,2.0,33.06,2
2247,Electronic City Phase II,911,2.0,26.5,2
2248,Electronic City Phase II,1200,2.0,34.65,2
2249,Electronic City Phase II,1031,2.0,54.48,2
2250,Electronic City Phase II,1310,2.0,37.83,3
2251,Electronic City Phase II,1651,3.0,49.53,3
2252,Electronics City Phase 1,1070,2.0,45.5,2
2253,Electronics City Phase 1,1475,3.0,78.29,3
2254,Electronics City Phase 1,1490,3.0,78.8,3
2255,Electronics City Phase 1,1490,3.0,84.0,3
2256,Electronics City Phase 1,1175,2.0,51.47,2
2257,Electronics City Phase 1,1160,2.0,52.0,2
2258,Electronics City Phase 1,920,2.0,33.0,2
2259,Electronics City Phase 1,1750,3.0,84.0,3
2260,Electronics City Phase 1,1350,3.0,55.0,3
2261,Electronics City Phase 1,940,2.0,40.0,2
2262,Electronics City Phase 1,1015,2.0,56.0,2
2263,Electronics City Phase 1,1595,3.0,75.0,3
2264,Electronics City Phase 1,1515,2.0,80.91,3
2265,Electronics City Phase 1,995,2.0,46.0,2
2266,Electronics City Phase 1,1555,2.0,82.0,3
2267,Electronics City Phase 1,1340,2.0,75.0,2
2268,Electronics City Phase 1,650,1.0,23.0,1
2269,Electronics City Phase 1,1124,2.0,55.0,3
2270,Electronics City Phase 1,1175,2.0,57.0,2
2271,Electronics City Phase 1,755,1.0,42.41,1
2272,Electronics City Phase 1,580,1.0,27.0,1
2273,Electronics City Phase 1,940,2.0,49.0,2
2274,Electronics City Phase 1,1335,2.0,67.0,2
2275,Electronics City Phase 1,995,2.0,42.0,2
2276,Electronics City Phase 1,1350,3.0,71.0,3
2277,Electronics City Phase 1,1445,2.0,56.0,3
2278,Electronics City Phase 1,995,2.0,49.8,2
2279,Electronics City Phase 1,635,1.0,26.0,1
2280,Electronics City Phase 1,1190,2.0,68.0,2
2281,Electronics City Phase 1,1085,2.0,46.0,2
2282,Electronics City Phase 1,1450,3.0,72.54,3
2283,Electronics City Phase 1,360,1.0,16.9,1
2284,Electronics City Phase 1,638,1.0,32.0,1
2285,Electronics City Phase 1,1175,2.0,64.98,2
2286,Electronics City Phase 1,585,1.0,21.0,1
2287,Electronics City Phase 1,1200,2.0,59.76,2
2288,Electronics City Phase 1,1145,2.0,54.0,2
2289,Electronics City Phase 1,1125,2.0,65.0,2
2290,Electronics City Phase 1,1550,2.0,82.0,3
2291,Electronics City Phase 1,1175,2.0,50.0,2
2292,Electronics City Phase 1,865,2.0,40.0,2
2293,Electronics City Phase 1,1450,3.0,70.0,3
2294,Electronics City Phase 1,1450,2.0,63.51,3
2295,Electronics City Phase 1,1450,3.0,58.0,3
2296,Electronics City Phase 1,1800,3.0,93.0,3
2297,Electronics City Phase 1,1314,2.0,60.0,2
2298,Electronics City Phase 1,1170,2.0,62.0,2
2299,Electronics City Phase 1,1450,3.0,79.0,3
2300,Electronics City Phase 1,940,2.0,48.0,2
2301,Electronics City Phase 1,940,2.0,44.0,2
2302,Electronics City Phase 1,1300,2.0,67.0,2
2303,Electronics City Phase 1,1028,2.0,51.0,2
2304,Electronics City Phase 1,1080,2.0,46.0,2
2305,Electronics City Phase 1,1205,2.0,60.0,2
2306,Electronics City Phase 1,1900,3.0,85.0,3
2307,Electronics City Phase 1,1305,2.0,67.0,2
2308,Electronics City Phase 1,755,1.0,30.12,1
2309,Electronics City Phase 1,1175,2.0,60.0,2
2310,Frazer Town,1700,3.0,180.0,3
2311,Frazer Town,1305,3.0,95.45,3
2312,Frazer Town,1870,3.0,185.0,3
2313,Frazer Town,1750,3.0,150.0,3
2314,Frazer Town,4850,6.0,385.0,4
2315,Frazer Town,2000,3.0,200.0,3
2316,Frazer Town,3500,4.0,330.0,3
2317,Frazer Town,2350,4.0,285.0,3
2318,Frazer Town,1550,2.0,140.0,2
2319,Frazer Town,1900,4.0,145.0,3
2320,Frazer Town,2560,3.0,265.0,3
2321,Frazer Town,2400,3.0,260.0,3
2322,Frazer Town,2560,3.0,288.0,3
2323,Frazer Town,3436,5.0,341.0,4
2324,Frazer Town,4856,5.0,410.0,4
2325,Frazer Town,1315,2.0,140.0,2
2326,Frazer Town,1706,3.0,154.0,3
2327,Frazer Town,2079,3.0,220.0,3
2328,Frazer Town,3435,2.0,341.0,4
2329,Frazer Town,3436,5.0,345.0,4
2330,Frazer Town,3100,3.0,400.0,3
2331,Frazer Town,5400,3.0,400.0,3
2332,Frazer Town,1180,2.0,105.0,2
2333,Frazer Town,2900,4.0,325.0,4
2334,Frazer Town,1870,3.0,180.0,3
2335,Frazer Town,896,1.0,100.0,1
2336,Frazer Town,1420,2.0,120.0,2
2337,GM Palaya,1820,2.0,86.0,3
2338,GM Palaya,1225,2.0,47.0,2
2339,GM Palaya,1140,2.0,48.95,2
2340,GM Palaya,1315,2.0,65.0,3
2341,GM Palaya,1315,3.0,65.0,3
2342,GM Palaya,1315,3.0,64.0,3
2343,GM Palaya,1735,3.0,70.0,3
2344,GM Palaya,1643,2.0,70.0,3
2345,Garudachar Palya,1325,2.0,60.8,3
2346,Garudachar Palya,1060,2.0,48.7,2
2347,Garudachar Palya,1150,2.0,52.75,2
2348,Garudachar Palya,1295,2.0,59.5,3
2349,Garudachar Palya,1320,2.0,60.6,3
2350,Garudachar Palya,1295,2.0,59.5,3
2351,Garudachar Palya,1150,2.0,52.8,2
2352,Garudachar Palya,1150,2.0,52.8,2
2353,Garudachar Palya,1060,2.0,48.5,2
2354,Garudachar Palya,1150,2.0,52.5,2
2355,Garudachar Palya,1325,2.0,60.8,3
2356,Garudachar Palya,1060,2.0,48.66,2
2357,Garudachar Palya,1150,2.0,52.0,2
2358,Garudachar Palya,1154,2.0,51.8,2
2359,Garudachar Palya,1325,2.0,60.0,3
2360,Giri Nagar,2400,4.0,400.0,4
2361,Giri Nagar,1800,3.0,252.0,3
2362,Giri Nagar,1350,3.0,240.0,3
2363,Giri Nagar,2400,4.0,400.0,4
2364,Giri Nagar,3000,4.0,375.0,6
2365,Giri Nagar,2400,6.0,400.0,6
2366,Giri Nagar,4000,3.0,750.0,4
2367,Gollarapalya Hosahalli,861,2.0,34.5,2
2368,Gollarapalya Hosahalli,1408,3.0,62.0,3
2369,Gollarapalya Hosahalli,861,2.0,34.5,2
2370,Gollarapalya Hosahalli,1318,3.0,54.0,3
2371,Gollarapalya Hosahalli,861,2.0,36.5,2
2372,Gollarapalya Hosahalli,1320,3.0,60.0,3
2373,Gollarapalya Hosahalli,1345,3.0,60.0,3
2374,Gollarapalya Hosahalli,1905,3.0,86.0,4
2375,Gollarapalya Hosahalli,1318,3.0,56.0,3
2376,Gollarapalya Hosahalli,1129,2.0,50.0,2
2377,Gottigere,1100,2.0,40.0,2
2378,Gottigere,967,2.0,45.0,2
2379,Gottigere,1618,3.0,82.5,3
2380,Gottigere,1222,2.0,63.0,2
2381,Gottigere,1600,2.0,55.0,3
2382,Gottigere,1300,3.0,65.0,3
2383,Gottigere,950,2.0,38.0,2
2384,Gottigere,1153,2.0,48.5,2
2385,Gottigere,812,1.0,26.0,1
2386,Gottigere,2000,4.0,82.0,4
2387,Gottigere,1460,2.0,65.0,3
2388,Gottigere,1500,3.0,70.0,3
2389,Gottigere,1621,3.0,72.0,3
2390,Gottigere,812,1.0,26.0,1
2391,Gottigere,990,2.0,40.0,2
2392,Gottigere,1235,2.0,63.0,2
2393,Gottigere,1385,3.0,64.0,3
2394,Gottigere,1000,2.0,35.0,2
2395,Gottigere,1010,2.0,35.0,2
2396,Gottigere,1385,2.0,50.0,3
2397,Gottigere,1425,2.0,47.0,3
2398,Gottigere,1435,2.0,62.0,3
2399,Gottigere,945,2.0,45.0,2
2400,Gottigere,1400,2.0,50.0,3
2401,Gottigere,2500,3.0,120.0,4
2402,Gottigere,1230,2.0,52.0,3
2403,Gottigere,1120,2.0,50.0,2
2404,Gottigere,1500,3.0,63.0,3
2405,Gottigere,1200,2.0,40.0,2
2406,Gottigere,1280,2.0,61.0,2
2407,Gottigere,1205,2.0,56.58,2
2408,Gottigere,1170,2.0,40.0,2
2409,Gottigere,3000,3.0,132.0,4
2410,Gottigere,1613,3.0,72.0,3
2411,Gottigere,1110,2.0,36.25,2
2412,Gottigere,1245,2.0,59.0,2
2413,Gottigere,1200,2.0,50.0,2
2414,Green Glen Layout,1670,3.0,120.0,3
2415,Green Glen Layout,3250,4.0,230.0,4
2416,Green Glen Layout,3250,4.0,230.0,4
2417,Green Glen Layout,940,2.0,56.8,2
2418,Green Glen Layout,1075,2.0,60.0,2
2419,Green Glen Layout,1715,3.0,115.0,3
2420,Green Glen Layout,1751,2.0,115.0,3
2421,Green Glen Layout,1750,3.0,130.0,3
2422,Green Glen Layout,1530,3.0,105.0,3
2423,Green Glen Layout,1752,3.0,105.0,3
2424,Green Glen Layout,1680,4.0,95.0,3
2425,Green Glen Layout,1728,3.0,125.0,3
2426,Green Glen Layout,1645,3.0,110.0,3
2427,Green Glen Layout,1517,3.0,100.0,3
2428,Green Glen Layout,3150,4.0,218.0,4
2429,Green Glen Layout,3270,4.0,205.0,4
2430,Green Glen Layout,1750,3.0,120.0,3
2431,Green Glen Layout,1751,3.0,115.0,3
2432,Green Glen Layout,1750,3.0,105.0,3
2433,Green Glen Layout,1885,3.0,135.0,3
2434,Green Glen Layout,1715,3.0,120.0,3
2435,Green Glen Layout,1715,3.0,115.0,3
2436,Green Glen Layout,1715,3.0,105.0,3
2437,Green Glen Layout,1600,3.0,105.0,3
2438,Green Glen Layout,1717,3.0,125.0,3
2439,Green Glen Layout,1250,2.0,75.0,2
2440,Green Glen Layout,1715,3.0,112.0,3
2441,Gubbalala,1470,2.0,82.0,3
2442,Gubbalala,1745,3.0,104.0,3
2443,Gubbalala,1745,3.0,115.0,3
2444,Gubbalala,1745,3.0,110.0,3
2445,Gubbalala,1650,3.0,71.0,3
2446,Gubbalala,2570,4.0,141.0,5
2447,Gubbalala,1205,2.0,70.0,2
2448,Gubbalala,1435,2.0,80.0,3
2449,Gubbalala,1475,2.0,80.0,2
2450,Gubbalala,2000,4.0,85.0,4
2451,Gubbalala,1100,2.0,49.5,2
2452,Gubbalala,1060,2.0,46.0,2
2453,Gubbalala,2000,3.0,125.0,3
2454,Gubbalala,4000,5.0,195.0,4
2455,Gunjur,1140,2.0,43.0,2
2456,Gunjur,1356,2.0,66.0,3
2457,Gunjur,1600,3.0,75.0,3
2458,Gunjur,2000,3.0,95.0,4
2459,Gunjur,1140,2.0,49.11,2
2460,Gunjur,1195,2.0,44.0,2
2461,Gunjur,1190,2.0,40.0,2
2462,Gunjur,1457,2.0,60.0,2
2463,Gunjur,1080,2.0,41.0,2
2464,Gunjur,2132,3.0,80.0,3
2465,Gunjur,1800,3.0,70.0,3
2466,Gunjur,1175,2.0,43.48,2
2467,Gunjur,1362,3.0,62.63,3
2468,Gunjur,1071,2.0,51.0,2
2469,Gunjur,1063,2.0,40.0,2
2470,Gunjur,1235,2.0,52.76,2
2471,Gunjur,1362,3.0,62.63,3
2472,Gunjur,1362,3.0,62.63,3
2473,Gunjur,1588,2.0,90.0,3
2474,Gunjur,1235,2.0,44.5,2
2475,Gunjur,1457,2.0,60.0,2
2476,HAL 2nd Stage,1490,2.0,300.0,3
2477,HAL 2nd Stage,600,3.0,145.0,2
2478,HAL 2nd Stage,2700,3.0,500.0,3
2479,HAL 2nd Stage,2040,4.0,500.0,5
2480,HBR Layout,2800,2.0,200.0,3
2481,HBR Layout,1722,3.0,95.0,3
2482,HBR Layout,1200,4.0,120.0,4
2483,HBR Layout,1200,2.0,60.0,2
2484,HBR Layout,1004,2.0,49.0,2
2485,HBR Layout,1783,3.0,125.0,3
2486,HBR Layout,1656,3.0,90.0,3
2487,HBR Layout,1089,2.0,60.0,2
2488,HBR Layout,1700,3.0,110.0,3
2489,HBR Layout,1198,2.0,65.0,2
2490,HBR Layout,1200,4.0,115.0,4
2491,HBR Layout,1200,2.0,120.0,2
2492,HBR Layout,1832,3.0,160.0,3
2493,HRBR Layout,1374,2.0,95.0,2
2494,HRBR Layout,1440,2.0,98.0,2
2495,HRBR Layout,1567,3.0,90.0,3
2496,HRBR Layout,2800,3.0,250.0,3
2497,HRBR Layout,1210,2.0,75.0,2
2498,HRBR Layout,1265,2.0,78.0,2
2499,HRBR Layout,1170,2.0,75.0,2
2500,HRBR Layout,1335,2.0,87.0,3
2501,HRBR Layout,1900,3.0,90.0,4
2502,HRBR Layout,1625,3.0,120.0,3
2503,HRBR Layout,1301,2.0,120.0,2
2504,HRBR Layout,1145,2.0,68.5,2
2505,HRBR Layout,1300,2.0,90.0,2
2506,HSR Layout,1400,3.0,56.0,3
2507,HSR Layout,1372,2.0,68.0,2
2508,HSR Layout,1430,2.0,65.0,3
2509,HSR Layout,1475,3.0,75.0,3
2510,HSR Layout,1467,2.0,55.0,2
2511,HSR Layout,1140,2.0,46.0,2
2512,HSR Layout,1372,2.0,61.0,2
2513,HSR Layout,1750,3.0,95.0,3
2514,HSR Layout,2424,3.0,90.0,3
2515,HSR Layout,1027,2.0,44.0,2
2516,HSR Layout,1650,3.0,110.0,3
2517,HSR Layout,1140,2.0,46.0,2
2518,HSR Layout,1372,2.0,61.0,2
2519,HSR Layout,1140,2.0,46.0,2
2520,HSR Layout,1185,2.0,60.0,2
2521,HSR Layout,1127,2.0,68.0,2
2522,HSR Layout,1600,2.0,115.0,3
2523,HSR Layout,1145,2.0,48.0,2
2524,HSR Layout,1009,2.0,56.0,2
2525,HSR Layout,1300,2.0,98.0,2
2526,HSR Layout,2400,3.0,88.0,3
2527,HSR Layout,1140,2.0,46.0,2
2528,HSR Layout,1126,2.0,69.0,2
2529,HSR Layout,1360,2.0,53.0,3
2530,HSR Layout,1140,2.0,46.0,2
2531,HSR Layout,1145,2.0,46.0,2
2532,HSR Layout,1142,2.0,65.0,2
2533,HSR Layout,1145,2.0,46.0,2
2534,HSR Layout,1844,3.0,95.0,3
2535,HSR Layout,1203,2.0,72.0,2
2536,HSR Layout,1140,2.0,46.0,2
2537,HSR Layout,4200,5.0,245.0,5
2538,HSR Layout,1140,2.0,46.0,2
2539,HSR Layout,1145,2.0,46.0,2
2540,HSR Layout,1009,2.0,56.0,2
2541,HSR Layout,1145,2.0,46.0,2
2542,HSR Layout,1100,2.0,44.0,2
2543,HSR Layout,1203,2.0,60.0,2
2544,HSR Layout,1120,2.0,70.0,2
2545,HSR Layout,1140,2.0,46.0,2
2546,HSR Layout,1289,2.0,70.0,2
2547,HSR Layout,1844,3.0,89.0,3
2548,HSR Layout,1203,2.0,60.0,2
2549,HSR Layout,1140,2.0,46.0,2
2550,Haralur Road,1240,2.0,70.0,2
2551,Haralur Road,1027,2.0,44.0,2
2552,Haralur Road,1464,3.0,56.0,3
2553,Haralur Road,2650,4.0,198.0,4
2554,Haralur Road,2805,5.0,154.0,4
2555,Haralur Road,1194,2.0,47.0,2
2556,Haralur Road,1202,2.0,53.0,2
2557,Haralur Road,1056,2.0,61.0,2
2558,Haralur Road,1464,3.0,56.0,3
2559,Haralur Road,1810,3.0,100.0,3
2560,Haralur Road,1194,2.0,46.0,2
2561,Haralur Road,2805,4.0,154.0,4
2562,Haralur Road,1225,2.0,67.38,2
2563,Haralur Road,1243,2.0,46.0,2
2564,Haralur Road,1027,2.0,44.0,2
2565,Haralur Road,1920,3.0,115.0,3
2566,Haralur Road,1875,3.0,110.0,3
2567,Haralur Road,1194,2.0,47.0,2
2568,Haralur Road,1140,2.0,43.0,2
2569,Haralur Road,1027,2.0,44.0,2
2570,Haralur Road,1194,2.0,46.0,2
2571,Haralur Road,2017,3.0,125.0,3
2572,Haralur Road,1140,2.0,43.0,2
2573,Haralur Road,1875,3.0,110.0,3
2574,Haralur Road,1092,2.0,44.0,2
2575,Haralur Road,2475,4.0,130.0,3
2576,Haralur Road,1300,2.0,73.0,2
2577,Haralur Road,1194,2.0,47.0,2
2578,Haralur Road,1243,2.0,46.0,2
2579,Haralur Road,1850,3.0,110.0,3
2580,Haralur Road,1225,2.0,67.38,2
2581,Haralur Road,1243,2.0,46.0,2
2582,Haralur Road,3400,5.0,240.0,4
2583,Haralur Road,1464,2.0,56.0,2
